Primary Org Id,Primary Org Name,Primary Org City,Primary Org State,Primary Org Country,ArXiv Id,Affiliation Sequence Number,paper_id
60114851,NORCE Norwegian Research Centre AS,Bergen,Hordaland,Norway,2201.01867v1,1,2201.01867
60134714,Laboratoire de Mathématiques AGM,Cergy-Pontoise,Ile-de-France,France,2201.01848v2,1,2201.01848
60011125,Instituto Astrofisico de Canarias,San Cristobal de La Laguna,Santa Cruz de Tenerife,Spain,2201.01504v2,2,2201.01504
60015815,Universität Stuttgart,Stuttgart,Baden-Wurttemberg,Germany,2201.01022v2,3,2201.01022
60112440,INSIS - Institut des Sciences de L'Ingénierie et des Systèmes,Paris,Ile-de-France,France,2201.01618v1,4,2201.01618
60007278,"University of California, Irvine",Irvine,CA,United States,2201.01712v1,2,2201.01712
60014171,University of Waterloo,Waterloo,ON,Canada,2201.01300v1,10,2201.01300
60017717,The University of North Carolina System,Raleigh,NC,United States,2201.01868v1,2,2201.01868
60018515,University System of Maryland,Baltimore,MD,United States,2201.01740v1,1,2201.01740
60267571,The Regents of the University of Michigan,Ann Arbor,MI,United States,2201.01283v1,4,2201.01283
60267571,The Regents of the University of Michigan,Ann Arbor,MI,United States,2201.01194v3,3,2201.01194
60007774,Forschungszentrum Jülich GmbH,Julich,,Germany,2201.01694v1,21,2201.01694
60121632,National Nuclear Security Administration,"Washington, D.C.",,United States,2201.01865v1,1,2201.01865
60031203,University of California System,Oakland,CA,United States,2201.01373v2,2,2201.01373
60031203,University of California System,Oakland,CA,United States,2201.01591v1,1,2201.01591
60019904,ENSTA Paris,Palaiseau,Ile-de-France,France,2201.01064v2,2,2201.01064
60027950,Carnegie Mellon University,Pittsburgh,PA,United States,2201.01305v3,10,2201.01305
60021660,Istituto Nazionale di Fisica Nucleare - INFN,Rome,,Italy,2201.01213v1,40,2201.01213
60033100,Nanjing University,Nanjing,Jiangsu,China,2201.01016v2,1,2201.01016
60006321,Kitasato University,Tokyo,,Japan,2201.01694v1,38,2201.01694
60257030,INS2I - Institut Des Sciences de L'Information et de Leurs Interactions,Paris,Ile-de-France,France,2201.01309v1,12,2201.01309
60013372,The University of Texas at Austin,Austin,TX,United States,2201.01739v1,1,2201.01739
60013372,The University of Texas at Austin,Austin,TX,United States,2201.01492v1,2,2201.01492
60027757,United States Department of Energy,"Washington, D.C.",DC,United States,2201.01296v2,5,2201.01296
60007457,Lomonosov Moscow State University,Moscow,Moscow Oblast,Russian Federation,2201.01167v1,6,2201.01167
60001524,University of Crete,Rethymnon,Crete,Greece,2201.01110v2,14,2201.01110
60027245,Université Toulouse III - Paul Sabatier,Toulouse,Occitanie,France,2201.01403v1,3,2201.01403
60010421,Southwest Jiaotong University,Chengdu,Sichuan,China,2201.01084v2,1,2201.01084
60010104,Akdeniz Üniversitesi,Antalya,,Turkey,2201.01799v1,5,2201.01799
60020345,Brandenburgische Technische Universität Cottbus,Cottbus,Brandenburg,Germany,2201.01717v1,2,2201.01717
60076695,NVIDIA,Santa Clara,CA,United States,2201.01408v1,2,2201.01408
60030623,"Rutgers, The State University of New Jersey",New Brunswick,NJ,United States,2201.01875v3,2,2201.01875
60006222,Newcastle University,Newcastle,Tyne and Wear,United Kingdom,2201.01740v1,3,2201.01740
60026185,American Institute of Mathematics,Pasadena,CA,United States,2201.01798v1,7,2201.01798
60010586,Universität Ulm,Ulm,Baden-Wurttemberg,Germany,2201.01801v1,6,2201.01801
60009982,Harvard University,Cambridge,MA,United States,2201.01041v2,2,2201.01041
60009982,Harvard University,Cambridge,MA,United States,2201.01307v1,2,2201.01307
60004305,Middle East Technical University (METU),Ankara,Ankara,Turkey,2201.01986v1,1,2201.01986
60029625,Beijing Institute of Applied Physics and Computational Mathematics,Beijing,Beijing,China,2201.01021v1,2,2201.01021
60006341,Universität Mannheim,Mannheim,Baden-Wurttemberg,Germany,2201.01597v1,1,2201.01597
60008293,Universität Bremen,Bremen,Bremen,Germany,2201.01688v1,1,2201.01688
60029929,Massachusetts General Hospital,Boston,MA,United States,2201.01443v2,2,2201.01443
60009254,Purdue University,West Lafayette,IN,United States,2201.01568v2,1,2201.01568
60019778,Organisation Européenne pour la Recherche Nucléaire,Geneva,GE,Switzerland,2201.01531v1,2,2201.01531
60108488,Université de Montpellier,Montpellier,Occitanie,France,2201.01696v1,2,2201.01696
60029022,Laboratoire Kastler Brossel,Paris,Ile-de-France,France,2201.01061v2,1,2201.01061
60032442,Universidad Nacional Autónoma de México,Mexico,,Mexico,2201.01404v1,1,2201.01404
60114764,"Istituto Nazionale di Fisica Nucleare, Sezione di Trieste",Trieste,TS,Italy,2201.01045v1,3,2201.01045
60016296,National Aeronautics and Space Administration,"Washington, D.C.",DC,United States,2201.01045v1,17,2201.01045
60008134,CNRS Centre National de la Recherche Scientifique,Paris,Ile-de-France,France,2201.01114v1,29,2201.01114
60014383,Polish Academy of Sciences,Warszawa,Mazowieckie,Poland,2201.01851v1,61,2201.01851
60008134,CNRS Centre National de la Recherche Scientifique,Paris,Ile-de-France,France,2201.01100v1,1,2201.01100
60008134,CNRS Centre National de la Recherche Scientifique,Paris,Ile-de-France,France,2201.01848v2,4,2201.01848
60008134,CNRS Centre National de la Recherche Scientifique,Paris,Ile-de-France,France,2201.01999v1,1,2201.01999
60256993,INC - Institut de Chimie,Paris,Ile-de-France,France,2201.01511v2,1,2201.01511
60012464,Universidad de Chile,Santiago,RM,Chile,2201.01110v2,13,2201.01110
60029793,Ministerio de Educación y Ciencia,Madrid,Madrid,Spain,2201.01767v1,3,2201.01767
60017757,Malaviya National Institute of Technology Jaipur,Jaipur,RJ,India,2201.01851v1,47,2201.01851
60021331,Russian Academy of Sciences,Moscow,Moscow Oblast,Russian Federation,2201.01379v2,2,2201.01379
60000937,Shenzhen University,Shenzhen,Guangdong,China,2201.01590v1,4,2201.01590
60005745,University of Minnesota System,Minneapolis,MN,United States,2201.01373v2,1,2201.01373
60012630,Università degli Studi Roma Tre,Rome,RM,Italy,2201.01300v1,23,2201.01300
60006028,"Universidade Estadual Paulista \Júlio de Mesquita Filho\""""",Sao Paulo,SP,Brazil,2201.01890v1,4,2201.01890
60010023,Rijksuniversiteit Groningen,Groningen,Groningen,Netherlands,2201.01309v1,7,2201.01309
60268191,UK Astronomy Technology Centre,Edinburgh,Scotland,United Kingdom,2201.01309v1,17,2201.01309
60019499,Chinese Academy of Sciences,Beijing,Beijing,China,2201.01884v2,2,2201.01884
60019499,Chinese Academy of Sciences,Beijing,Beijing,China,2201.01004v1,1,2201.01004
60092867,Korea Institute of Science and Technology Information,Yusong,Daejon,South Korea,2201.01851v1,39,2201.01851
60081106,Korea Astronomy and Space Science Institute,Daejeon,,South Korea,2201.01213v1,70,2201.01213
60000745,University of Illinois Urbana-Champaign,Urbana,IL,United States,2201.01768v1,1,2201.01768
60011001,Kyoto University,Kyoto,Kyoto,Japan,2201.01141v1,4,2201.01141
60011001,Kyoto University,Kyoto,Kyoto,Japan,2201.01419v1,1,2201.01419
60022020,University of Warwick,Coventry,West Midlands,United Kingdom,2201.01713v1,1,2201.01713
60026881,S. V. National Institute of Technology,Surat,GJ,India,2201.01120v2,1,2201.01120
60012937,Universiteit Antwerpen,Antwerpen,VAN,Belgium,2201.01590v1,1,2201.01590
60118517,The University of Alabama System,Tuscaloosa,AL,United States,2201.01908v2,4,2201.01908
60000308,Moscow Institute of Physics and Technology,Dolgoprudny,Moscow Oblast,Russian Federation,2201.01075v1,5,2201.01075
60031226,Curtin University,Perth,WA,Australia,2201.01454v1,3,2201.01454
60028609,Argonne National Laboratory,Lemont,IL,United States,2201.01862v2,1,2201.01862
60030718,Freie Universität Berlin,Berlin,Berlin,Germany,2201.01655v1,1,2201.01655
60033021,The University of New Mexico,Albuquerque,NM,United States,2201.01110v2,16,2201.01110
60032585,"Ministry of Education, Culture, Sports, Science and Technology",Tokyo,Tokyo,Japan,2201.01411v2,4,2201.01411
60016005,Queen's University,Kingston,ON,Canada,2201.01164v1,1,2201.01164
60104109,Valeo,Paris,Ile-de-France,France,2201.01831v2,1,2201.01831
60004718,Université de Genève,Geneva,,Switzerland,2201.01264v2,2,2201.01264
60008724,Duke University,Durham,NC,United States,2201.01401v1,2,2201.01401
60003970,Zhejiang University,Hangzhou,Zhejiang,China,2201.01766v1,3,2201.01766
60003970,Zhejiang University,Hangzhou,Zhejiang,China,2201.01453v2,1,2201.01453
60029042,University of Hawaiʻi System,Honolulu,HI,United States,2201.01724v2,7,2201.01724
60006089,Administrative Headquarters of the Max Planck Society,Munich,Bayern,Germany,2201.01195v1,4,2201.01195
60113231,"Istituto Nazionale di Fisica Nucleare, Sezione di Napoli",Naples,,Italy,2201.01545v1,3,2201.01545
60008042,Universität Leipzig,Leipzig,Sachsen,Germany,2201.01646v1,4,2201.01646
60010365,The University of British Columbia,Vancouver,BC,Canada,2201.01166v1,1,2201.01166
60123796,Université Paris Cité,Paris,Ile-de-France,France,2201.01513v2,1,2201.01513
60011226,Technische Universität Darmstadt,Darmstadt,Hessen,Germany,2201.01234v1,3,2201.01234
60026415,Stony Brook University,Stony Brook,NY,United States,2201.01285v1,1,2201.01285
60011604,Technische Universität Berlin,Berlin,,Germany,2201.01195v1,1,2201.01195
60025995,IN2P3 - Institut National de Physique Nucléaire et de Physique Des Particules,Paris,Ile-de-France,France,2201.01213v1,10,2201.01213
60025995,IN2P3 - Institut National de Physique Nucléaire et de Physique Des Particules,Paris,Ile-de-France,France,2201.01696v1,2,2201.01696
60024724,University of Strathclyde,Glasgow,Scotland,United Kingdom,2201.01532v1,2,2201.01532
60006234,Victoria University,Melbourne,VIC,Australia,2201.01198v1,3,2201.01198
60029526,"University of California, Riverside",Riverside,CA,United States,2201.01907v2,1,2201.01907
60121632,National Nuclear Security Administration,"Washington, D.C.",,United States,2201.01057v1,7,2201.01057
60031203,University of California System,Oakland,CA,United States,2201.01839v2,1,2201.01839
60010126,Indian Institute of Technology Guwahati,Guwahati,AS,India,2201.01694v1,25,2201.01694
60021660,Istituto Nazionale di Fisica Nucleare - INFN,Rome,,Italy,2201.01495v1,2,2201.01495
60021660,Istituto Nazionale di Fisica Nucleare - INFN,Rome,,Italy,2201.01114v1,10,2201.01114
60021660,Istituto Nazionale di Fisica Nucleare - INFN,Rome,,Italy,2201.01612v1,4,2201.01612
60021660,Istituto Nazionale di Fisica Nucleare - INFN,Rome,,Italy,2201.01217v2,2,2201.01217
60021660,Istituto Nazionale di Fisica Nucleare - INFN,Rome,,Italy,2201.01114v1,16,2201.01114
60008063,United Kingdom Department of Health and Social Care,London,,United Kingdom,2201.01720v1,3,2201.01720
60257001,INP - Institut de Physique,Paris,Ile-de-France,France,2201.01513v2,1,2201.01513
60017281,École Nationale Supérieure d'Ingénieurs de Caen,Caen,Normandie,France,2201.01513v2,6,2201.01513
60006341,Universität Mannheim,Mannheim,Baden-Wurttemberg,Germany,2201.01125v1,4,2201.01125
60170544,ARC Centre of Excellence in Future Low-Energy Electronics Technologies,Clayton,VIC,Australia,2201.01412v1,3,2201.01412
60009254,Purdue University,West Lafayette,IN,United States,2201.01219v1,1,2201.01219
60001865,Universidade Federal Fluminense,Niteroi,RJ,Brazil,2201.01664v3,1,2201.01664
60000221,University of Colorado Boulder,Boulder,CO,United States,2201.01724v2,3,2201.01724
60023075,Gyeongsang National University,Jinju,Kyongsangnam-do,South Korea,2201.01694v1,15,2201.01694
60030365,Osservatorio Astronomico di Trieste,Trieste,TS,Italy,2201.01300v1,26,2201.01300
60007816,Commissariat a l'Energie Atomique et aux Energies Alternatives,Gif-sur-Yvette,,France,2201.01545v1,11,2201.01545
60031581,California Institute of Technology,Pasadena,CA,United States,2201.01175v1,3,2201.01175
60025858,ETH Zürich,Zurich,ZH,Switzerland,2201.01213v1,93,2201.01213
60025858,ETH Zürich,Zurich,ZH,Switzerland,2201.01904v1,3,2201.01904
60030106,"Istituto Nazionale Di Astrofisica, Rome",Rome,RM,Italy,2201.01765v1,6,2201.01765
60114764,"Istituto Nazionale di Fisica Nucleare, Sezione di Trieste",Trieste,TS,Italy,2201.01495v1,7,2201.01495
60023289,Écoles polytechniques fédérales,,,Switzerland,2201.01667v1,1,2201.01667
60028770,Météo France,Paris,,France,2201.01114v1,31,2201.01114
60028770,Météo France,Paris,,France,2201.01092v2,1,2201.01092
60014439,"University of California, Davis",Davis,CA,United States,2201.01296v2,2,2201.01296
60003269,Princeton University,Princeton,NJ,United States,2201.01251v3,1,2201.01251
60008134,CNRS Centre National de la Recherche Scientifique,Paris,Ile-de-France,France,2201.01403v1,14,2201.01403
60008134,CNRS Centre National de la Recherche Scientifique,Paris,Ile-de-France,France,2201.01870v1,3,2201.01870
60005273,Korea University,Seoul,,South Korea,2201.01883v1,2,2201.01883
60064058,Quaid-i-Azam University,Islamabad,Islamabad,Pakistan,2201.01520v1,2,2201.01520
60122591,Purdue University System,West Lafayette,IN,United States,2201.01568v2,3,2201.01568
60007268,Max Planck Institute for Astronomy,Heidelberg,Baden-Wurttemberg,Germany,2201.01309v1,2,2201.01309
60019711,Office of Science,"Washington, D.C.",,United States,2201.01862v2,2,2201.01862
60031004,The University of Queensland,Brisbane,QLD,Australia,2201.01434v2,3,2201.01434
60004580,Kyungnam University,Changwon,Kyongsangnam-do,South Korea,2201.01124v7,2,2201.01124
60030236,École Supérieure de Physique et de Chimie Industrielles de la Ville de Paris,Paris,Ile-de-France,France,2201.01582v2,4,2201.01582
60119141,Rutgers University–New Brunswick,New Brunswick,NJ,United States,2201.01357v3,3,2201.01357
60021331,Russian Academy of Sciences,Moscow,Moscow Oblast,Russian Federation,2201.01167v1,24,2201.01167
60102083,Shenzhen Institute of Advanced Technology,Shenzhen,,China,2201.01115v1,2,2201.01115
60000689,Kansas State University,Manhattan,KS,United States,2201.01391v1,1,2201.01391
60104289,Université de Lorraine,Nancy,Grand Est,France,2201.01056v1,1,2201.01056
60009851,Korea Institute for Advanced Study,Seoul,Seoul,South Korea,2201.01129v1,1,2201.01129
60018527,University of Wisconsin System,Madison,WI,United States,2201.01166v1,2,2201.01166
60014826,South Dakota State University,Brookings,SD,United States,2201.01919v1,2,2201.01919
60075096,German Research Center for Artificial Intelligence (DFKI),Kaiserslautern,Rheinland-Pfalz,Germany,2201.01249v1,1,2201.01249
60105683,Southern University of Science and Technology,Shenzhen,Guangdong,China,2201.01656v1,3,2201.01656
60029378,"California State University, Long Beach",Long Beach,CA,United States,2201.01170v1,3,2201.01170
60030119,CERFACS,Toulouse,,France,2201.01291v2,1,2201.01291
60097343,University of the West of Scotland,Ayr,"South Ayrshire, Scotland",United Kingdom,2201.01068v1,10,2201.01068
60025488,The University of Utah,Salt Lake City,UT,United States,2201.01671v1,1,2201.01671
60121632,National Nuclear Security Administration,"Washington, D.C.",,United States,2201.01278v1,1,2201.01278
60000308,Moscow Institute of Physics and Technology,Dolgoprudny,Moscow Oblast,Russian Federation,2201.01078v1,6,2201.01078
60102538,Karlsruher Institut für Technologie,Karlsruhe,Baden-Wurttemberg,Germany,2201.01114v1,33,2201.01114
60025761,Huazhong University of Science and Technology,Wuhan,Hubei,China,2201.01990v1,1,2201.01990
60025761,Huazhong University of Science and Technology,Wuhan,Hubei,China,2201.01746v1,2,2201.01746
60011313,National Academy of Sciences of Ukraine,Kyiv,,Ukraine,2201.01271v1,2,2201.01271
60031203,University of California System,Oakland,CA,United States,2201.01443v2,1,2201.01443
60020657,Universidad de León,Leon,Castile-Leon,Spain,2201.01213v1,85,2201.01213
60021660,Istituto Nazionale di Fisica Nucleare - INFN,Rome,,Italy,2201.01114v1,45,2201.01114
60021660,Istituto Nazionale di Fisica Nucleare - INFN,Rome,,Italy,2201.01632v2,12,2201.01632
60006754,Consejo Superior de Investigaciones Científicas,Madrid,Madrid,Spain,2201.01690v1,1,2201.01690
60006754,Consejo Superior de Investigaciones Científicas,Madrid,Madrid,Spain,2201.01513v2,3,2201.01513
60106017,Université Paris-Saclay,Gif-sur-Yvette,Ile-de-France,France,2201.01639v1,9,2201.01639
60024872,Hanyang University,Seoul,,South Korea,2201.01851v1,16,2201.01851
60003771,The University of Manchester,Manchester,Greater Manchester,United Kingdom,2201.01264v2,9,2201.01264
60005101,Fu Jen Catholic University,New Taipei City,,Taiwan,2201.01694v1,10,2201.01694
60008435,Tohoku University,Sendai,Miyagi,Japan,2201.01926v3,2,2201.01926
60025590,SLAC National Accelerator Laboratory,Menlo Park,CA,United States,2201.01167v1,5,2201.01167
60138422,Université Gustave Eiffel,Marne-la-Vallee,Ile-de-France,France,2201.01831v2,2,2201.01831
60016529,Radboud Universiteit,Nijmegen,Gelderland,Netherlands,2201.01141v1,1,2201.01141
60106220,Laboratoire de Physique des Solides,Orsay,Ile-de-France,France,2201.01750v2,1,2201.01750
60018363,Università degli Studi di Trieste,Trieste,TS,Italy,2201.01495v1,6,2201.01495
60005681,Tel Aviv University,Tel Aviv-Yafo,Tel Aviv District,Israel,2201.01873v2,1,2201.01873
60018746,INSU - Institut National des Sciences de l'Univers,Paris,Ile-de-France,France,2201.01732v1,2,2201.01732
60003977,Northwestern Polytechnical University,Xi'an,Shaanxi,China,2201.01953v2,3,2201.01953
60018491,Simon Fraser University,Burnaby,BC,Canada,2201.01935v1,1,2201.01935
60025272,The University of Tokyo,Tokyo,,Japan,2201.01256v2,8,2201.01256
60015188,Helmholtz Association of German Research Centres,Berlin,,Germany,2201.01694v1,8,2201.01694
60257030,INS2I - Institut Des Sciences de L'Information et de Leurs Interactions,Paris,Ile-de-France,France,2201.01734v2,2,2201.01734
60031135,Academy of Sciences of the Czech Republic,Prague,,Czech Republic,2201.01504v2,1,2201.01504
60025995,IN2P3 - Institut National de Physique Nucléaire et de Physique Des Particules,Paris,Ile-de-France,France,2201.01265v2,1,2201.01265
60016418,University of York,York,North Yorkshire,United Kingdom,2201.01190v1,2,2201.01190
60031031,Shandong University,Jinan,Shandong,China,2201.01797v3,1,2201.01797
60255195,United States Department of the Army,Arlington,VA,United States,2201.01744v2,1,2201.01744
60031581,California Institute of Technology,Pasadena,CA,United States,2201.01307v1,5,2201.01307
60106219,Laboratoire de Physique Théorique et Modèles Statistiques,Orsay,Ile-de-France,France,2201.01994v2,1,2201.01994
60011001,Kyoto University,Kyoto,Kyoto,Japan,2201.01507v1,1,2201.01507
60112931,Indian Institute of Science Education and Research Berhampur,Berhampur,OR,India,2201.01753v1,2,2201.01753
60022319,Research Centre For Astronomy and Earth Sciences,Budapest,,Hungary,2201.01243v1,2,2201.01243
60032269,Aligarh Muslim University,Aligarh,UP,India,2201.01474v1,1,2201.01474
60073847,Instytut Problemów Jądrowyc,Warsaw,,Poland,2201.01068v1,20,2201.01068
60008088,Universidade de São Paulo,Sao Paulo,SP,Brazil,2201.01759v1,9,2201.01759
60005465,University of Electronic Science and Technology of China,Chengdu,Sichuan,China,2201.01429v1,2,2201.01429
60019778,Organisation Européenne pour la Recherche Nucléaire,Geneva,GE,Switzerland,2201.01058v1,2,2201.01058
60013795,University System of Georgia,Atlanta,GA,United States,2201.01114v1,102,2201.01114
60019722,Technische Universität München,Munich,Bayern,Germany,2201.01095v1,1,2201.01095
60031226,Curtin University,Perth,WA,Australia,2201.01298v1,1,2201.01298
60102538,Karlsruher Institut für Technologie,Karlsruhe,Baden-Wurttemberg,Germany,2201.01005v2,5,2201.01005
60102538,Karlsruher Institut für Technologie,Karlsruhe,Baden-Wurttemberg,Germany,2201.01556v1,1,2201.01556
60025038,"University of California, Berkeley",Berkeley,CA,United States,2201.01973v2,1,2201.01973
60025038,"University of California, Berkeley",Berkeley,CA,United States,2201.01965v1,3,2201.01965
60105477,APC - AstroParticule et Cosmologie,Paris,Ile-de-France,France,2201.01015v2,3,2201.01015
60016296,National Aeronautics and Space Administration,"Washington, D.C.",DC,United States,2201.01535v1,4,2201.01535
60023289,Écoles polytechniques fédérales,,,Switzerland,2201.01114v1,94,2201.01114
60008134,CNRS Centre National de la Recherche Scientifique,Paris,Ile-de-France,France,2201.01056v1,1,2201.01056
60008134,CNRS Centre National de la Recherche Scientifique,Paris,Ile-de-France,France,2201.01151v2,2,2201.01151
60008134,CNRS Centre National de la Recherche Scientifique,Paris,Ile-de-France,France,2201.01189v1,3,2201.01189
60006221,Brookhaven National Laboratory,Upton,NY,United States,2201.01694v1,3,2201.01694
60027037,Spic Science Foundation India,Chennai,TN,India,2201.01063v1,1,2201.01063
60117623,California NanoSystems Institute,Los Angeles,CA,United States,2201.01373v2,5,2201.01373
60006019,China University of Geosciences,Wuhan,Hubei,China,2201.01198v1,1,2201.01198
60106133,Institut de Recherche sur les Lois Fondamentales de l'Univers,Gif-sur-Yvette,Ile-de-France,France,2201.01114v1,12,2201.01114
60028333,UNSW Sydney,Sydney,NSW,Australia,2201.01885v2,2,2201.01885
60133707,State Key Laboratory of Particle Detection & Electronics,Hefei,Anhui,China,2201.01851v1,75,2201.01851
60011779,NASA Marshall Space Flight Center,Huntsville,AL,United States,2201.01114v1,100,2201.01114
60021331,Russian Academy of Sciences,Moscow,Moscow Oblast,Russian Federation,2201.01360v2,2,2201.01360
60068681,National University of Science & Technology (MISIS),Moscow,Moscow Oblast,Russian Federation,2201.01482v2,1,2201.01482
60028993,IRD Institut de Recherche pour le Developpement,Marseille,,France,2201.01213v1,29,2201.01213
60019711,Office of Science,"Washington, D.C.",,United States,2201.01820v1,2,2201.01820
60009891,ESSEC Business School,Cergy-Pontoise,,France,2201.01094v1,1,2201.01094
60073837,Laboratori Nazionali del Gran Sasso,Assergi,AQ,Italy,2201.01632v2,1,2201.01632
60246479,"Laboratoire Analyse, Géométrie et Applications (LAGA)",Villetaneuse,Ile-de-France,France,2201.01848v2,2,2201.01848
60021859,Università degli Studi di Firenze,Florence,FI,Italy,2201.01309v1,6,2201.01309
60005667,École Normale Supérieure de Lyon,Lyon,Auvergne-Rhone-Alpes,France,2201.01316v2,3,2201.01316
60025488,The University of Utah,Salt Lake City,UT,United States,2201.01114v1,101,2201.01114
60267571,The Regents of the University of Michigan,Ann Arbor,MI,United States,2201.01508v3,1,2201.01508
60102124,Université Fédérale Toulouse Midi-Pyrénées,Toulouse,Occitanie,France,2201.01734v2,2,2201.01734
60030840,Københavns Universitet,Copenhagen,Hovedstaden,Denmark,2201.01179v1,3,2201.01179
60031203,University of California System,Oakland,CA,United States,2201.01965v1,1,2201.01965
60031203,University of California System,Oakland,CA,United States,2201.01621v1,3,2201.01621
60027509,"Università degli Studi di Roma \Tor Vergata\""""",Rome,RM,Italy,2201.01114v1,7,2201.01114
60031203,University of California System,Oakland,CA,United States,2201.01712v1,2,2201.01712
60014153,Indian Institute of Technology Bombay,Mumbai,MH,India,2201.01747v1,1,2201.01747
60028590,Saint Louis University,St. Louis,MO,United States,2201.01776v2,2,2201.01776
60117387,"Ningbo Institute of Industrial Technology, Chinese Academy of Sciences",Ningbo,Zhejiang,China,2201.01220v1,6,2201.01220
60112440,INSIS - Institut des Sciences de L'Ingénierie et des Systèmes,Paris,Ile-de-France,France,2201.01092v2,1,2201.01092
60029543,Masaryk University,Brno,,Czech Republic,2201.01306v1,3,2201.01306
60005681,Tel Aviv University,Tel Aviv-Yafo,Tel Aviv District,Israel,2201.01482v2,3,2201.01482
60029278,The University of Chicago,Chicago,IL,United States,2201.01705v1,13,2201.01705
60013959,University of Florida,Gainesville,FL,United States,2201.01300v1,34,2201.01300
60029278,The University of Chicago,Chicago,IL,United States,2201.01114v1,96,2201.01114
60004923,NC State University,Raleigh,NC,United States,2201.01868v1,2,2201.01868
60020595,"Royal Holloway, University of London",Egham,Surrey,United Kingdom,2201.01531v1,1,2201.01531
60008435,Tohoku University,Sendai,Miyagi,Japan,2201.01439v2,1,2201.01439
60010413,Universiteit Hasselt,Hasselt,VLI,Belgium,2201.01801v1,4,2201.01801
60006089,Administrative Headquarters of the Max Planck Society,Munich,Bayern,Germany,2201.01582v2,2,2201.01582
60012345,Christian-Albrechts-Universität zu Kiel,Kiel,Schleswig-Holstein,Germany,2201.01045v1,8,2201.01045
60002392,Karlstads Universitet,Karlstad,Värmland,Sweden,2201.01460v1,3,2201.01460
60107132,INSMI - Institut National des Sciences Mathématiques et de Leurs Interactions,Paris,Ile-de-France,France,2201.01516v3,2,2201.01516
60018746,INSU - Institut National des Sciences de l'Univers,Paris,Ile-de-France,France,2201.01533v1,3,2201.01533
60018746,INSU - Institut National des Sciences de l'Univers,Paris,Ile-de-France,France,2201.01403v1,10,2201.01403
60030553,Université de Rennes,Rennes,Brittany,France,2201.01433v7,1,2201.01433
60025272,The University of Tokyo,Tokyo,,Japan,2201.01398v1,3,2201.01398
60006164,Los Alamos National Laboratory,Los Alamos,NM,United States,2201.01308v2,1,2201.01308
60015188,Helmholtz Association of German Research Centres,Berlin,,Germany,2201.01339v3,1,2201.01339
60015188,Helmholtz Association of German Research Centres,Berlin,,Germany,2201.01945v1,2,2201.01945
